split,class,image,label_source,confidence,x_center,y_center,width,height,source
train,router,data\yolo_sws405\images\train\router_00669_home_wifi_router_with_antennas_Image_93.jpg,model_pseudo,0.9734,0.300426,0.522025,0.549722,0.483072,data\raw\routers\home_wifi_router_with_antennas_Image_93.jpg
train,router,data\yolo_sws405\images\train\router_00670_Image_63.jpg,model_pseudo,0.9333,0.438200,0.729426,0.615124,0.344295,data\raw\routers\Image_63.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00671_indoor_dome_cctv_camera_Image_66.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_66.jpg
train,router,data\yolo_sws405\images\train\router_00672_Image_6.jpg,model_pseudo,0.9218,0.499315,0.448360,0.789909,0.630078,data\raw\routers\Image_6.jpg
train,router,data\yolo_sws405\images\train\router_00673_home_wifi_router_with_antennas_Image_77.jpg,model_pseudo,0.9748,0.888947,0.335820,0.099095,0.287596,data\raw\routers\home_wifi_router_with_antennas_Image_77.jpg
train,router,data\yolo_sws405\images\train\router_00674_home_wifi_router_with_antennas_Image_88.jpg,model_pseudo,0.9450,0.729764,0.353507,0.374203,0.707014,data\raw\routers\home_wifi_router_with_antennas_Image_88.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00675_computer_lab_desktop_computers_Image_104.jpg,model_pseudo,0.9171,0.182886,0.316038,0.115649,0.278862,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_104.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00676_office_desktop_pc_tower_and_monitor_Image_16.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_16.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00677_Promethean_interactive_display_classroom_Image_45.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_45.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00678_Promethean_interactive_display_classroom_Image_7.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_7.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00679_office_desktop_pc_tower_and_monitor_Image_73.jpg,model_pseudo,0.4390,0.107632,0.632727,0.140288,0.172416,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_73.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00680_office_desktop_pc_tower_and_monitor_Image_80.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_80.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00681_computer_lab_desktop_computers_Image_106.jpg,model_pseudo,0.7902,0.856455,0.421554,0.089528,0.176526,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_106.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00682_outdoor_bullet_security_camera_mounted_Image_14.jpg,model_pseudo,0.9309,0.466837,0.494191,0.854395,0.771318,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_14.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00683_Image_13.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\Image_13.jpeg
train,router,data\yolo_sws405\images\train\router_00684_Image_93.jpg,model_pseudo,0.8655,0.498720,0.483434,0.997440,0.966869,data\raw\routers\Image_93.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00685_Promethean_interactive_display_classroom_Image_6.jpg,model_pseudo,0.9841,0.407376,0.404765,0.736472,0.675124,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_6.jpg
train,router,data\yolo_sws405\images\train\router_00686_Image_33.jpg,model_pseudo,0.7820,0.450136,0.511218,0.893145,0.977565,data\raw\routers\Image_33.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00687_outdoor_bullet_security_camera_mounted_Image_98.jpg,model_pseudo,0.1761,0.496442,0.493929,0.670467,0.726836,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_98.jpeg
train,smart_board,data\yolo_sws405\images\train\smart_board_00688_Clevertouch_board_meeting_room_Image_36.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_36.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00689_Clevertouch_board_meeting_room_Image_12.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_12.png
train,router,data\yolo_sws405\images\train\router_00690_home_wifi_router_with_antennas_Image_54.jpg,model_pseudo,0.9570,0.318108,0.445578,0.332156,0.706983,data\raw\routers\home_wifi_router_with_antennas_Image_54.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00691_Promethean_interactive_display_classroom_Image_11.jpg,model_pseudo,0.9699,0.498611,0.302438,0.891893,0.518156,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_11.png
train,router,data\yolo_sws405\images\train\router_00692_home_wifi_router_with_antennas_Image_103.jpg,model_pseudo,0.9730,0.496074,0.555039,0.355488,0.544677,data\raw\routers\home_wifi_router_with_antennas_Image_103.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00693_indoor_dome_cctv_camera_Image_46.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_46.jpg
train,router,data\yolo_sws405\images\train\router_00694_home_wifi_router_with_antennas_Image_46.jpg,model_pseudo,0.9444,0.496658,0.491717,0.988875,0.955458,data\raw\routers\home_wifi_router_with_antennas_Image_46.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00695_BenQ_interactive_flat_panel_school_Image_13.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_13.jpeg
train,smart_board,data\yolo_sws405\images\train\smart_board_00696_Clevertouch_board_meeting_room_Image_33.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_33.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00697_outdoor_bullet_security_camera_mounted_Image_72.jpg,model_pseudo,0.9842,0.498087,0.500570,0.885085,0.803524,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_72.jpg
train,router,data\yolo_sws405\images\train\router_00698_home_wifi_router_with_antennas_Image_41.jpg,model_pseudo,0.9257,0.499776,0.523705,0.766851,0.754688,data\raw\routers\home_wifi_router_with_antennas_Image_41.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00699_office_desktop_pc_tower_and_monitor_Image_32.jpg,model_pseudo,0.8551,0.438162,0.588172,0.826200,0.464522,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_32.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00700_SMART_Technologies_board_office_Image_46.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_46.webp
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00001_office_desktop_pc_tower_and_monitor_Image_40.jpg,model_pseudo,0.8799,0.265403,0.564635,0.191024,0.512470,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_40.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00002_office_desktop_pc_tower_and_monitor_Image_36.jpg,model_pseudo,0.9557,0.661330,0.430658,0.675202,0.861316,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_36.jpeg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00003_indoor_dome_cctv_camera_Image_52.jpg,model_pseudo,0.9207,0.509811,0.511946,0.772939,0.761327,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_52.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00004_indoor_dome_cctv_camera_Image_103.jpg,model_pseudo,0.9841,0.666404,0.418618,0.460350,0.668462,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_103.jpg
val,router,data\yolo_sws405\images\val\router_00005_home_wifi_router_with_antennas_Image_24.jpg,model_pseudo,0.9509,0.503431,0.504840,0.703324,0.808664,data\raw\routers\home_wifi_router_with_antennas_Image_24.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00006_SMART_Technologies_board_office_Image_25.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_25.png
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00007_office_desktop_pc_tower_and_monitor_Image_89.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_89.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00008_indoor_dome_cctv_camera_Image_61.jpg,model_pseudo,0.9754,0.490370,0.502993,0.650969,0.664230,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_61.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00009_BenQ_interactive_flat_panel_school_Image_9.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_9.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00010_office_desktop_pc_tower_and_monitor_Image_88.jpg,model_pseudo,0.8419,0.456522,0.596217,0.117737,0.164127,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_88.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00011_indoor_dome_cctv_camera_Image_19.jpg,model_pseudo,0.9623,0.500003,0.503960,0.954466,0.988093,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_19.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00012_Promethean_interactive_display_classroom_Image_19.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_19.jpeg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00013_indoor_dome_cctv_camera_Image_73.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_73.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00014_office_desktop_pc_tower_and_monitor_Image_81.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_81.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00015_office_desktop_pc_tower_and_monitor_Image_33.jpg,model_pseudo,0.8518,0.537294,0.443888,0.137763,0.351249,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_33.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00016_computer_lab_desktop_computers_Image_35.jpg,model_pseudo,0.9153,0.186403,0.532014,0.372807,0.849786,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_35.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00017_office_desktop_pc_tower_and_monitor_Image_59.jpg,model_pseudo,0.8325,0.024532,0.513536,0.049064,0.100434,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_59.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00018_BenQ_interactive_flat_panel_school_Image_14.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_14.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00019_office_desktop_pc_tower_and_monitor_Image_6.jpg,model_pseudo,0.8707,0.393722,0.464836,0.605476,0.684449,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_6.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00020_outdoor_bullet_security_camera_mounted_Image_19.jpg,model_pseudo,0.3986,0.480784,0.455095,0.650309,0.824882,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_19.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00021_Promethean_interactive_display_classroom_Image_23.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_23.png
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00022_outdoor_bullet_security_camera_mounted_Image_30.jpg,model_pseudo,0.9830,0.499276,0.502641,0.998551,0.555236,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_30.webp
val,smart_board,data\yolo_sws405\images\val\smart_board_00023_Promethean_interactive_display_classroom_Image_42.jpg,model_pseudo,0.9699,0.498198,0.301822,0.891294,0.517151,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_42.png
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00024_office_desktop_pc_tower_and_monitor_Image_93.jpg,model_pseudo,0.7864,0.367938,0.550779,0.074918,0.087769,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_93.jpg
val,router,data\yolo_sws405\images\val\router_00025_home_wifi_router_with_antennas_Image_89.jpg,model_pseudo,0.9618,0.512564,0.426937,0.720134,0.768732,data\raw\routers\home_wifi_router_with_antennas_Image_89.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00026_computer_lab_desktop_computers_Image_61.jpg,model_pseudo,0.9068,0.257961,0.525948,0.195363,0.948103,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_61.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00027_indoor_dome_cctv_camera_Image_12.jpg,model_pseudo,0.6521,0.506900,0.501708,0.867792,0.817784,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_12.jpg
val,router,data\yolo_sws405\images\val\router_00028_Image_57.jpg,model_pseudo,0.9419,0.499488,0.579889,0.352474,0.351168,data\raw\routers\Image_57.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00029_SMART_Technologies_board_office_Image_64.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_64.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00030_Promethean_interactive_display_classroom_Image_65.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_65.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00031_SMART_Technologies_board_office_Image_29.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_29.webp
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00032_computer_lab_desktop_computers_Image_6.jpg,model_pseudo,0.9569,0.162362,0.524821,0.323919,0.932968,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_6.jpg
val,router,data\yolo_sws405\images\val\router_00033_Image_34.jpg,model_pseudo,0.3237,0.521356,0.629064,0.478333,0.151906,data\raw\routers\Image_34.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00034_computer_lab_desktop_computers_Image_54.jpg,model_pseudo,0.2746,0.870745,0.546649,0.182176,0.218392,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_54.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00035_office_desktop_pc_tower_and_monitor_Image_60.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_60.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00036_indoor_dome_cctv_camera_Image_49.jpg,model_pseudo,0.9708,0.499680,0.495955,0.792859,0.768960,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_49.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00037_outdoor_bullet_security_camera_mounted_Image_69.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_69.jpg
val,router,data\yolo_sws405\images\val\router_00038_Image_102.jpg,model_pseudo,0.8818,0.498805,0.479843,0.996827,0.959685,data\raw\routers\Image_102.jpeg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00039_indoor_dome_cctv_camera_Image_22.jpg,model_pseudo,0.9726,0.504830,0.503133,0.690146,0.635886,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_22.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00040_outdoor_bullet_security_camera_mounted_Image_89.jpg,model_pseudo,0.9736,0.501814,0.490140,0.717542,0.591594,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_89.jpg
val,router,data\yolo_sws405\images\val\router_00041_Image_36.jpg,model_pseudo,0.8896,0.475937,0.435347,0.946242,0.870693,data\raw\routers\Image_36.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00042_SMART_Technologies_board_office_Image_45.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_45.png
val,router,data\yolo_sws405\images\val\router_00043_home_wifi_router_with_antennas_Image_7.jpg,model_pseudo,0.9754,0.489631,0.482557,0.964941,0.954829,data\raw\routers\home_wifi_router_with_antennas_Image_7.jpg
val,router,data\yolo_sws405\images\val\router_00044_home_wifi_router_with_antennas_Image_6.jpg,model_pseudo,0.8792,0.452110,0.591559,0.674633,0.760873,data\raw\routers\home_wifi_router_with_antennas_Image_6.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00045_indoor_dome_cctv_camera_Image_60.jpg,model_pseudo,0.9159,0.482405,0.499059,0.822534,0.846833,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_60.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00046_outdoor_bullet_security_camera_mounted_Image_42.jpg,model_pseudo,0.9935,0.485377,0.438509,0.218945,0.313100,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_42.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00047_computer_lab_desktop_computers_Image_28.jpg,model_pseudo,0.9089,0.941812,0.368513,0.064996,0.134811,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_28.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00048_Promethean_interactive_display_classroom_Image_53.jpg,model_pseudo,0.9589,0.658003,0.375367,0.524485,0.750733,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_53.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00049_office_desktop_pc_tower_and_monitor_Image_53.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_53.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00050_outdoor_bullet_security_camera_mounted_Image_88.jpg,model_pseudo,0.4604,0.562848,0.535428,0.533773,0.776183,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_88.JPG
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00051_computer_lab_desktop_computers_Image_87.jpg,model_pseudo,0.7182,0.701668,0.527114,0.332579,0.749301,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_87.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00052_computer_lab_desktop_computers_Image_94.jpg,model_pseudo,0.8822,0.231148,0.400937,0.076158,0.072786,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_94.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00053_computer_lab_desktop_computers_Image_59.jpg,model_pseudo,0.2375,0.817707,0.471001,0.150723,0.269010,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_59.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00054_indoor_dome_cctv_camera_Image_88.jpg,model_pseudo,0.9792,0.498639,0.501666,0.747285,0.684312,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_88.jpg
val,router,data\yolo_sws405\images\val\router_00055_home_wifi_router_with_antennas_Image_69.jpg,model_pseudo,0.9465,0.502328,0.467097,0.849627,0.578909,data\raw\routers\home_wifi_router_with_antennas_Image_69.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00056_Promethean_interactive_display_classroom_Image_9.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_9.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00057_BenQ_interactive_flat_panel_school_Image_23.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_23.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00058_indoor_dome_cctv_camera_Image_36.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_36.jpg
val,router,data\yolo_sws405\images\val\router_00059_Image_44.jpg,model_pseudo,0.9243,0.712577,0.671201,0.571184,0.657599,data\raw\routers\Image_44.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00060_BenQ_interactive_flat_panel_school_Image_65.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_65.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00061_outdoor_bullet_security_camera_mounted_Image_86.jpg,model_pseudo,0.9446,0.465312,0.478545,0.753618,0.900897,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_86.webp
val,smart_board,data\yolo_sws405\images\val\smart_board_00062_Promethean_interactive_display_classroom_Image_36.jpg,model_pseudo,0.6553,0.827780,0.350284,0.339284,0.529520,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_36.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00063_computer_lab_desktop_computers_Image_86.jpg,model_pseudo,0.8806,0.304655,0.536166,0.103455,0.113806,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_86.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00064_Clevertouch_board_meeting_room_Image_1.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_1.jpeg
val,router,data\yolo_sws405\images\val\router_00065_Image_38.jpg,model_pseudo,0.9631,0.510176,0.468496,0.660978,0.739214,data\raw\routers\Image_38.jpg
val,router,data\yolo_sws405\images\val\router_00066_Image_10.jpg,model_pseudo,0.9686,0.586153,0.443565,0.508240,0.600587,data\raw\routers\Image_10.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00067_computer_lab_desktop_computers_Image_95.jpg,model_pseudo,0.9155,0.700512,0.643507,0.169458,0.233094,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_95.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00068_computer_lab_desktop_computers_Image_4.jpg,model_pseudo,0.9569,0.634303,0.592590,0.239303,0.463237,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_4.jpg
val,router,data\yolo_sws405\images\val\router_00069_Image_45.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_45.jpg
val,router,data\yolo_sws405\images\val\router_00070_Image_48.jpg,model_pseudo,0.9395,0.480325,0.609784,0.462667,0.547858,data\raw\routers\Image_48.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00071_Promethean_interactive_display_classroom_Image_5.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_5.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00072_indoor_dome_cctv_camera_Image_48.jpg,model_pseudo,0.9632,0.506349,0.452737,0.525863,0.659739,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_48.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00073_computer_lab_desktop_computers_Image_1.jpg,model_pseudo,0.9262,0.338548,0.481848,0.174439,0.647682,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_1.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00074_outdoor_bullet_security_camera_mounted_Image_75.jpg,model_pseudo,0.9320,0.482441,0.499628,0.646840,0.814987,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_75.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00075_indoor_dome_cctv_camera_Image_89.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_89.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00076_indoor_dome_cctv_camera_Image_21.jpg,model_pseudo,0.8695,0.503024,0.517370,0.868498,0.860042,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_21.png
val,router,data\yolo_sws405\images\val\router_00077_home_wifi_router_with_antennas_Image_65.jpg,model_pseudo,0.9317,0.497303,0.497169,0.898136,0.833641,data\raw\routers\home_wifi_router_with_antennas_Image_65.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00078_outdoor_bullet_security_camera_mounted_Image_45.jpg,model_pseudo,0.9767,0.505056,0.487146,0.820392,0.760020,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_45.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00079_office_desktop_pc_tower_and_monitor_Image_79.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_79.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00080_outdoor_bullet_security_camera_mounted_Image_40.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_40.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00081_outdoor_bullet_security_camera_mounted_Image_108.jpg,model_pseudo,0.9851,0.485831,0.501453,0.606825,0.561883,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_108.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00082_office_desktop_pc_tower_and_monitor_Image_83.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_83.jpg
val,desktop_pc,data\yolo_sws405\images\val\desktop_pc_00083_computer_lab_desktop_computers_Image_90.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_90.jpg
val,smart_board,data\yolo_sws405\images\val\smart_board_00084_Clevertouch_board_meeting_room_Image_34.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_34.webp
val,router,data\yolo_sws405\images\val\router_00085_Image_108.jpg,model_pseudo,0.9508,0.527974,0.365870,0.690736,0.651840,data\raw\routers\Image_108.jpg
val,cctv_camera,data\yolo_sws405\images\val\cctv_camera_00086_indoor_dome_cctv_camera_Image_8.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_8.webp
val,router,data\yolo_sws405\images\val\router_00087_Image_40.jpg,model_pseudo,0.9461,0.634626,0.490610,0.624412,0.786235,data\raw\routers\Image_40.jpg
